Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Charging_Stations
2018,July,North America,Cybertruck,16120,16882,77520,82,460,1112.28,4163
2025,February,Middle East,Model 3,6578,6925,62148,60,341,336.46,8010
2015,July,Middle East,Model Y,11159,11759,111404,82,467,781.69,12799
2021,July,Asia,Model Y,15698,15861,91226,100,576,1356.31,11906
2016,April,Middle East,Cybertruck,6406,6533,110341,100,596,572.7,8844
2017,September,Asia,Model Y,9023,9446,95804,120,673,910.87,3172
2024,March,Asia,Model X,3163,3193,53495,82,455,215.87,3856
2023,June,North America,Model Y,4167,4394,117161,82,469,293.15,12061
2017,April,Middle East,Model Y,7609,8283,96271,75,415,473.66,9533
2015,July,Middle East,Cybertruck,18301,19506,76386,75,429,1177.67,6616
2015,June,Asia,Model X,7878,8087,56209,75,417,492.77,8529
2017,March,Asia,Model 3,12354,13672,118680,75,433,802.39,6114
2015,December,North America,Cybertruck,9618,10530,115242,60,333,480.42,14246
2018,January,North America,Model Y,15089,15113,107859,82,483,1093.2,4253
2025,July,Middle East,Model 3,8450,8776,76701,100,567,718.67,7468
2024,June,North America,Model X,7107,7176,118241,100,584,622.57,8009
2020,December,Asia,Model Y,11613,12256,85407,75,433,754.26,11743
2016,May,Europe,Model S,14875,15004,119641,82,453,1010.76,11340
2023,June,Middle East,Cybertruck,7500,8072,112147,120,701,788.62,7735
2020,July,North America,Model Y,9915,10757,103431,75,417,620.18,5744
2023,November,Asia,Model S,12065,12297,68563,60,355,642.46,6925
2021,January,Middle East,Model Y,13280,14706,96857,60,344,685.25,10707
2023,August,Europe,Model 3,9420,9572,85455,120,665,939.64,14634
2024,November,Middle East,Cybertruck,11790,12054,90612,60,349,617.21,11653
2017,December,Asia,Cybertruck,9252,10170,102582,60,352,488.51,9934
2018,July,Europe,Model 3,13262,13406,69642,60,340,676.36,12389
2015,October,Asia,Model Y,3356,3711,114767,100,559,281.4,9815
2021,February,North America,Cybertruck,10720,11921,71819,82,463,744.5,13054
2017,May,Asia,Model Y,12468,14162,50851,100,583,1090.33,3622
2018,December,Europe,Model 3,16676,17802,102427,60,340,850.48,10616
2017,February,North America,Model Y,10789,10866,75204,75,448,725.02,9004
2021,October,Europe,Cybertruck,12038,12914,87942,75,446,805.34,13798
2023,May,Middle East,Model 3,9772,10055,64587,82,478,700.65,13935
2023,May,North America,Cybertruck,4303,4516,56322,60,346,223.33,8748
2017,September,Europe,Model S,6206,6964,104462,75,441,410.53,5252
2015,January,North America,Model Y,12170,12958,70386,120,696,1270.55,4673
2025,June,North America,Model 3,8352,8837,108918,82,459,575.04,11810
2022,April,Middle East,Model S,6662,7064,112321,75,426,425.7,11841
2016,December,Europe,Model X,8111,8817,59744,100,572,695.92,10514
2020,August,Europe,Model S,9894,11293,86416,82,478,709.4,12342
2015,January,Europe,Model S,4350,4736,53252,82,475,309.94,5046
2020,March,Europe,Model 3,19103,19643,106348,75,448,1283.72,6223
2018,October,Middle East,Cybertruck,8350,9313,115436,120,714,894.28,12835
2017,April,Europe,Model X,3743,4244,116252,82,487,273.43,8033
2015,December,Europe,Model Y,16262,17928,81213,75,422,1029.38,14965
2019,June,North America,Model Y,6143,6913,118211,75,449,413.73,3783
2017,April,North America,Model X,2533,2832,67570,100,578,219.61,7302
2016,January,North America,Model X,9985,10910,99173,75,433,648.53,3117
2018,September,Middle East,Model Y,9274,10196,91676,100,570,792.93,8066
2023,February,Middle East,Model X,2076,2270,108113,100,568,176.88,8165
2019,November,North America,Model S,12028,12708,68076,60,337,608.02,8493
2023,July,Europe,Model S,9870,10098,95257,82,458,678.07,12006
2024,February,Asia,Model Y,11792,12800,102953,82,455,804.8,13060
2025,November,North America,Model 3,10859,12067,84958,120,688,1120.65,4320
2023,November,Asia,Model X,15680,17800,114083,100,588,1382.98,5739
2023,May,Middle East,Model Y,12274,13261,102631,75,417,767.74,7179
2018,July,North America,Model X,14614,15514,84275,75,428,938.22,3288
2020,September,Asia,Model Y,8632,8959,78465,60,341,441.53,12535
2024,April,Asia,Model X,6267,6555,83266,60,343,322.44,11502
2023,April,Asia,Model S,9304,9655,75922,60,330,460.55,9287
2021,May,Europe,Model 3,14405,15427,93241,60,343,741.14,13729
2021,September,Europe,Model S,4751,5071,51549,75,436,310.72,7967
2025,March,Middle East,Model X,9205,9975,53963,82,457,631,6423
2016,February,Middle East,Model 3,12554,13295,95586,60,333,627.07,10894
2017,October,North America,Model 3,7977,8575,98362,60,350,418.79,10783
2024,November,Europe,Model S,8163,8373,103356,82,491,601.2,12333
2024,May,North America,Model 3,7159,8080,97464,60,338,362.96,9739
2025,May,Asia,Model Y,10489,10758,89539,100,585,920.41,5429
2022,May,North America,Cybertruck,10895,11979,76677,60,351,573.62,7033
2023,August,North America,Model Y,18593,18952,109872,75,434,1210.4,13669
2016,April,Asia,Cybertruck,2655,2813,81304,120,696,277.18,9188
2021,February,Europe,Model 3,10739,11406,98267,100,567,913.35,6327
2022,May,North America,Model 3,8324,8626,61834,100,588,734.18,4556
2020,August,North America,Model Y,12554,14207,86908,120,715,1346.42,8805
2020,June,Europe,Model S,1288,1463,104690,75,413,79.79,6924
2017,November,Asia,Model 3,10882,11790,109158,100,589,961.42,5101
2021,June,North America,Model 3,14393,14572,63374,120,686,1481.04,10017
2017,July,Asia,Model X,11469,12633,108654,100,592,1018.45,11980
2016,October,North America,Cybertruck,13801,15648,62973,82,454,939.85,5874
2021,July,Middle East,Model X,9834,9938,63255,120,706,1041.42,13097
2017,June,Asia,Cybertruck,7988,8226,111423,75,440,527.21,3164
2025,November,Middle East,Model S,11127,11803,89814,100,589,983.07,11365
2020,October,Asia,Model X,7925,8863,52185,100,598,710.87,9319
2024,November,Europe,Model 3,5924,6117,59569,60,346,307.46,10264
2017,August,North America,Model X,13433,13844,85546,60,342,689.11,3217
2023,May,Asia,Model Y,9314,10054,72522,82,454,634.28,13747
2021,March,Asia,Model Y,8946,9460,110837,82,474,636.06,8274
2022,July,Middle East,Model S,11804,13554,116435,82,454,803.85,14200
2015,December,Europe,Model X,7199,8250,117821,100,587,633.87,4561
2024,April,North America,Cybertruck,10275,10781,95744,60,338,520.94,9848
2019,November,Europe,Cybertruck,12478,13181,102942,60,346,647.61,3929
2015,June,Europe,Model Y,3186,3405,118602,60,344,164.4,6945
2022,November,Middle East,Model X,5929,6452,89948,100,574,510.49,9599
2015,April,Europe,Model 3,10279,11728,90283,120,683,1053.08,10719
2020,November,Middle East,Model X,2824,2913,65927,120,676,286.35,4528
2025,February,Europe,Cybertruck,7305,7758,116669,82,484,530.34,8772
2015,February,North America,Cybertruck,8629,9849,72624,82,472,610.93,11436
2020,February,Middle East,Model S,10184,11135,50703,60,335,511.75,8895
2025,February,North America,Model S,10862,11148,76033,60,330,537.67,4644
2015,August,North America,Cybertruck,13321,13388,89892,60,352,703.35,13521
2017,March,Middle East,Model 3,15936,17128,50847,100,550,1314.72,7284
2018,May,Asia,Model 3,14920,15842,115431,75,421,942.2,4445
2023,January,Middle East,Model 3,2752,2957,82034,60,345,142.42,4679
2021,March,Middle East,Model X,13830,14112,63768,82,453,939.75,5377
2015,May,Europe,Model S,9360,9439,58317,120,667,936.47,10790
2020,March,Asia,Cybertruck,8524,9379,78721,82,470,600.94,3589
2024,February,Europe,Model Y,9475,9859,119953,100,565,803.01,13613
2024,January,Europe,Model X,13567,15581,78482,75,412,838.44,5037
2023,July,Europe,Model 3,15066,15174,78550,75,438,989.84,5722
2022,October,North America,Model 3,11332,12634,73716,82,458,778.51,8056
2017,January,North America,Cybertruck,9893,10008,78528,120,684,1015.02,3792
2021,November,Asia,Cybertruck,19764,22618,91263,60,344,1019.82,9880
2024,October,Middle East,Model S,14285,15878,86964,100,570,1221.37,6225
2025,July,North America,Model X,4649,5037,116982,75,445,310.32,7854
2018,January,Middle East,Model Y,14636,16424,92828,60,341,748.63,6064
2024,June,Middle East,Model S,10092,10921,81711,75,445,673.64,4200
2024,August,Middle East,Model S,8703,9620,92983,120,690,900.76,8205
2025,November,North America,Model S,9599,9925,59040,60,358,515.47,11542
2023,February,Europe,Model S,8847,10049,104884,120,697,924.95,6780
2022,May,Asia,Cybertruck,11224,12261,80011,82,458,771.09,14307
2016,July,North America,Model X,12889,14815,75782,120,686,1326.28,11664
2018,February,Europe,Cybertruck,13038,14926,77661,120,703,1374.86,7149
2023,April,Europe,Model X,18742,20023,74110,100,584,1641.8,12114
2021,November,Europe,Model 3,11766,12421,81424,60,346,610.66,5442
2019,April,Europe,Model 3,7640,7897,85315,60,337,386.2,3109
2019,April,Asia,Model S,13990,14502,117671,82,490,1028.26,5971
2018,September,North America,Model X,11034,11534,110109,120,711,1176.78,12175
2020,July,Middle East,Model S,12506,12958,64576,100,562,1054.26,12670
2024,February,North America,Model 3,7238,7918,73546,75,437,474.45,3385
2025,July,Middle East,Cybertruck,15454,16515,89702,82,487,1128.91,14639
2017,October,Europe,Model S,13415,14397,78132,60,334,672.09,9871
2016,July,North America,Cybertruck,3897,4361,56509,82,475,277.66,8771
2024,September,Europe,Model S,8828,9269,119443,100,555,734.93,3635
2020,February,Middle East,Cybertruck,9721,10412,50698,120,665,969.67,12691
2015,April,Middle East,Model X,12380,13628,102666,100,589,1093.77,12475
2015,February,Europe,Model X,9893,9969,69505,82,488,724.17,5874
2016,December,Asia,Model Y,8627,9225,118669,60,344,445.15,13362
2017,March,Europe,Model S,5939,6357,112310,75,439,391.08,3746
2018,January,Europe,Model S,19646,21398,101721,82,452,1332,10904
2015,March,Middle East,Model S,5689,5733,87195,60,346,295.26,10649
2017,August,Middle East,Model Y,16799,19039,90516,82,476,1199.45,4877
2016,April,North America,Model X,12275,12779,55559,100,554,1020.05,13730
2017,December,Middle East,Model Y,7884,8392,108166,60,333,393.81,11819
2024,July,Middle East,Model Y,5244,5383,111112,100,587,461.73,10912
2020,April,Middle East,Model 3,5132,5754,70629,75,433,333.32,11944
2017,August,North America,Cybertruck,15856,16458,50699,100,586,1393.74,9427
2015,January,Europe,Model X,8833,8878,113652,82,461,610.8,10950
2020,May,North America,Model S,9483,9811,70384,75,441,627.3,3906
2018,May,North America,Model Y,9998,10662,93197,82,485,727.35,5354
2019,May,Europe,Cybertruck,7417,8061,112230,82,474,527.35,10580
2016,May,Middle East,Model 3,7577,7866,108861,60,331,376.2,13821
2021,August,Middle East,Model 3,6851,7836,100096,120,707,726.55,11449
2015,March,Europe,Model X,3940,4493,98722,75,433,255.9,4166
2025,June,Asia,Model Y,7667,7939,98554,60,359,412.87,14547
2015,June,Europe,Model 3,8922,9609,104856,75,427,571.45,10465
2016,June,Europe,Cybertruck,2134,2172,63823,120,713,228.23,10749
2019,June,Middle East,Cybertruck,17397,17726,59090,60,350,913.34,13303
2015,December,Middle East,Model Y,7294,7513,84412,82,453,495.63,9983
2015,November,Asia,Model Y,8449,9279,88560,120,665,842.79,7901
2019,October,North America,Cybertruck,16370,17561,60457,60,349,856.97,5068
2024,July,Europe,Model X,10126,10487,109576,60,346,525.54,5482
2023,March,North America,Cybertruck,11124,11921,65645,75,438,730.85,5289
2018,April,Asia,Model Y,8487,8618,78142,82,480,611.06,12357
2019,July,Middle East,Model 3,12003,13217,118597,100,599,1078.47,11240
2022,August,Middle East,Model 3,8498,9114,85073,60,339,432.12,4585
2022,April,Asia,Model Y,15437,15491,73059,75,432,1000.32,13929
2023,June,Europe,Model 3,10935,11562,115419,60,342,560.97,9465
2023,February,North America,Model 3,9267,9582,115050,60,351,487.91,12151
2024,October,Asia,Model 3,11301,11831,90191,120,690,1169.65,8874
2016,June,Europe,Model S,6972,7615,104224,120,698,729.97,9363
2017,March,North America,Model Y,7534,8187,60287,100,590,666.76,10631
2015,December,Asia,Model X,17386,18422,69195,120,719,1875.08,7912
2017,September,North America,Cybertruck,12388,12794,91671,60,337,626.21,10943
2021,May,Middle East,Model 3,1691,1804,89947,100,571,144.83,7978
2024,July,Middle East,Model 3,9197,10062,89633,75,435,600.1,9591
2020,December,Europe,Model Y,13191,14894,55484,120,664,1313.82,13203
2017,March,Asia,Model Y,4547,5087,113553,75,447,304.88,14521
2023,October,Europe,Model X,9476,9662,107342,82,491,697.91,6954
2024,July,Middle East,Model X,8381,8724,67116,60,334,419.89,13188
2017,July,North America,Model Y,16877,18964,70467,120,686,1736.64,3262
2021,March,Europe,Cybertruck,6327,7186,89676,75,425,403.35,7573
2025,August,Middle East,Model X,17242,17644,91716,82,461,1192.28,7006
2022,July,Asia,Model X,10868,11884,63231,60,344,560.79,11643
2020,December,Europe,Model 3,9295,9857,97506,82,468,652.51,14537
2019,June,Asia,Cybertruck,2252,2436,56395,75,440,148.63,9989
2024,January,North America,Model Y,15314,16116,114521,75,447,1026.8,5902
2015,April,North America,Model S,18488,19651,67341,120,681,1888.55,12094
2017,October,Asia,Model 3,13281,13948,54691,75,449,894.48,12803
2015,May,Asia,Model X,1504,1635,55441,60,359,80.99,14834
2017,October,Europe,Model 3,11545,12554,91499,75,425,735.99,3623
2022,December,Middle East,Model Y,4337,4976,69190,75,420,273.23,8305
2022,November,Europe,Model X,14662,14989,89087,120,715,1572.5,7697
2024,November,Middle East,Model X,9916,10880,78281,60,330,490.84,10100
2016,March,North America,Model S,8809,9889,58415,60,346,457.19,3069
2022,February,Middle East,Cybertruck,6205,6305,109228,82,481,447.69,5540
2025,June,Middle East,Model S,9097,9555,61884,60,347,473.5,8804
2016,June,Middle East,Cybertruck,6597,7206,63162,60,340,336.45,12405
2023,February,Asia,Model 3,13110,13634,117689,75,418,822,12447
2021,June,North America,Model Y,9493,10550,103929,82,471,670.68,6662
2020,October,Middle East,Model X,6655,7595,86295,100,567,566.01,5808
2023,May,Asia,Model 3,9500,10397,109179,100,564,803.7,7251
2018,July,Europe,Model X,9807,11267,66847,120,712,1047.39,12967
2020,January,Europe,Model 3,9540,10207,53690,60,331,473.66,11606
2024,October,Europe,Model X,10751,12000,73613,100,581,936.95,3602
2018,March,North America,Model S,10165,10584,99661,120,676,1030.73,13850
2015,June,Asia,Model S,11466,11778,74197,120,713,1226.29,8687
2024,August,Europe,Cybertruck,981,983,55435,100,569,83.73,4847
2022,May,Middle East,Model S,9075,10102,64562,60,340,462.82,12716
2015,March,North America,Model X,9691,10987,94180,82,483,702.11,9031
2022,May,Asia,Model S,9853,11104,85362,75,440,650.3,4667
2015,July,Europe,Model S,12251,12593,69957,82,458,841.64,13761
2015,November,North America,Cybertruck,9861,10429,97575,120,673,995.47,14399
2021,February,Asia,Model Y,12952,13122,94369,75,446,866.49,5503
2015,March,Asia,Model X,8058,8620,87985,120,677,818.29,10089
2022,June,Middle East,Model X,14086,14087,100067,82,458,967.71,4253
2017,April,Europe,Model S,6184,6988,69774,100,597,553.78,9979
2015,April,Europe,Model Y,11123,11241,72328,100,592,987.72,3279
2023,March,North America,Model 3,10042,11358,75135,75,414,623.61,13147
2022,October,Middle East,Model S,11776,12295,99717,60,333,588.21,7881
2023,October,Middle East,Model S,8179,9103,80751,75,440,539.81,5457
2025,December,North America,Model S,9880,11062,58904,120,683,1012.21,6257
2023,September,Asia,Model S,11539,12682,93025,60,355,614.45,8763
2020,December,North America,Cybertruck,10150,10756,84802,100,583,887.62,3153
2015,October,North America,Model Y,7097,7404,74897,100,585,622.76,6565
2015,July,Middle East,Model X,9377,9660,61456,82,457,642.79,12774
2018,September,Middle East,Cybertruck,9574,10701,63700,100,591,848.74,10784
2018,April,Middle East,Model 3,1390,1516,77211,120,674,140.53,4139
2015,July,Asia,Model X,6558,6620,119297,100,566,556.77,12718
2015,May,North America,Model S,6711,6795,99068,100,553,556.68,12862
2021,August,Europe,Model 3,15900,17859,88814,120,670,1597.95,8613
2024,July,North America,Model Y,9194,10415,109333,120,672,926.76,10491
2018,February,Middle East,Model Y,2362,2372,90828,75,412,145.97,12448
2017,April,North America,Model 3,9275,9821,102799,82,488,678.93,14411
2019,March,Middle East,Cybertruck,2562,2597,61301,60,358,137.58,9450
2025,February,Europe,Model 3,9545,10518,112810,75,417,597.04,6004
2019,February,North America,Model Y,9051,9471,64126,100,595,807.8,12124
2024,November,North America,Model S,10629,11030,116842,60,344,548.46,6980
2015,September,Europe,Model S,1706,1801,68952,100,582,148.93,7904
2016,January,Europe,Model Y,15269,16304,95050,82,472,1081.05,11779
2020,July,Asia,Model 3,4471,4759,82949,100,557,373.55,3372
2016,November,Europe,Model 3,9605,10521,113930,100,580,835.63,13484
2023,April,North America,Model S,7838,8024,63697,120,718,844.15,4837
2018,July,Middle East,Model Y,12748,13681,59323,75,422,806.95,8029
2020,August,Middle East,Model Y,11561,12051,82261,75,437,757.82,4946
2023,August,North America,Cybertruck,582,636,105551,60,338,29.51,9681
2022,October,Asia,Model Y,9878,10484,112679,75,418,619.35,14946
2015,May,Middle East,Model X,8123,9304,108948,120,710,865.1,8624
2023,May,North America,Model 3,2375,2638,99416,100,576,205.2,11146
2018,May,Europe,Model S,6070,6166,90991,120,692,630.07,5804
2018,January,Middle East,Model X,10681,11741,55376,82,465,745,9607
2025,September,North America,Model X,15736,16269,95949,100,558,1317.1,3671
